species_name,species_name_fishbase,genus_name,genus_name_fishbase,origin,invasive,IUCN_Global,IUCN_Med,Year_Global,Year_Med,Length_cm,Length_max,Depth_min_m,Depth_max_m,Continental_shelf,Continental_slope,Open_ocean,Habitat._soft,Habitat_rocky,Habitat_posidonia,Migration,Reproduction,Sex_shift,Semelparity,Larvae,Behav,Diet_type,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AnaCat,Vulnerability
Hemiramphus far,Hemiramphus far,Hemiramphus,Hemiramphus,RS,1,NA,NA,NA,NA,30,44,1,10,1,0,1,0,0,1,no,Oviparous,no,no,Planktotrophic,Gregarious,Herbivorous,elongated,0,1,1,reef-associated,WaterAssumed,non-migratory,35
Heniochus intermedium,Heniochus intermedius,Heniochus,Heniochus,RS,1,LC,NA,2010,NA,14,18,3,50,0,1,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,10
Heptranchias perlo,Heptranchias perlo,Heptranchias,Heptranchias,U,0,NT,DD,2020,2016,120,300,25,800,1,1,1,0,0,0,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,NA,84
Herklotsichthys punctatus,Herklotsichthys punctatus,Herklotsichthys,Herklotsichthys,RS,1,LC,NA,2017,NA,7,8.5,1,20,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,NA,10
Hexanchus griseus,Hexanchus griseus,Hexanchus,Hexanchus,U,0,NT,LC,2020,2016,400,850,1,2000,0,0,1,0,0,0,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,oceanodromous,90
Himantura uarnak,Himantura uarnak,Himantura,Himantura,RS,1,EN,NA,2021,NA,100,150,20,50,1,0,0,1,0,0,Amphidromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,other,0,1,1,demersal,WaterAssumed,amphidromous,90
Hippocampus fuscus,Hippocampus fuscus,Hippocampus,Hippocampus,RS,0,NA,NA,NA,NA,12,15,1,10,0,0,0,0,0,1,Amphidromous,Ovoviviparous,no,no,no,Mix,Carnivorous,other,0,0,1,demersal,WaterAssumed,amphidromous,10
Hippocampus hippocampus,Hippocampus hippocampus,Hippocampus,Hippocampus,U,0,LC,NT,2026,2016,10,15,1,10,0,0,0,1,0,0,Amphidromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,other,0,0,1,demersal,WaterAssumed,non-migratory,14.69
Hippocampus kuda,Hippocampus kuda,Hippocampus,Hippocampus,RS,1,VU,NA,2014,NA,NA,30,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,0,1,1,reef-associated,WaterAssumed,non-migratory,14.62
Hippocampus ramulosus,Hippocampus guttulatus,Hippocampus,Hippocampus,U,0,NT,NT,2026,2016,12,16,1,10,0,0,0,0,0,1,NA,Ovoviviparous,no,no,no,NA,Carnivorous,other,0,1,1,demersal,WaterAssumed,non-migratory,24.22
Holacanthus africanus,Holacanthus africanus,Holacanthus,Holacanthus,A,1,LC,NA,2010,NA,NA,45,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,35
Holacanthus ciliaris,Holacanthus ciliaris,Holacanthus,Holacanthus,A,1,LC,NA,2010,NA,30,45,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,35
Holocentrus adscensionis,Holocentrus adscensionis,Holocentrus,Holocentrus,A,1,LC,NA,2015,NA,25,61,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,44.4
Hoplostethus mediterraneus,Hoplostethus mediterraneus,Hoplostethus,Hoplostethus,U,0,LC,LC,2015,2011,20,30,200,700,0,1,0,1,0,0,NA,NA,no,no,NA,NA,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,NA,67.04
Huso huso,Huso huso,Huso,Huso,E,0,CR,NA,2022,NA,200,400,70,120,0,0,1,1,0,0,Anadromous,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,elongated,1,1,1,pelagic-neritic,WaterAssumed,anadromous,88.74
Hygophum benoiti,Hygophum benoiti,Hygophum,Hygophum,U,0,LC,LC,2015,2011,5,6,50,700,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Hygophum hygomii,Hygophum hygomii,Hygophum,Hygophum,U,0,LC,LC,2015,2011,6,7,1,800,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Hymenocephalus italicus,Hymenocephalus italicus,Hymenocephalus,Hymenocephalus,U,0,LC,LC,2015,2011,NA,25,100,1400,0,1,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,non-migratory,15
Hypleurochilus bananensis,Hypleurochilus bananensis,Hypleurochilus,Hypleurochilus,U,0,LC,DD,2026,2011,8.5,12,1,5,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Hyporhamphus affinis,Hyporhamphus affinis,Hyporhamphus,Hyporhamphus,RS,1,NA,NA,NA,NA,25,30,1,10,0,0,0,0,1,0,no,Oviparous,no,no,Leicitotrophic,Gregarious,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,36.36
Hyporhamphus picarti,Hyporhamphus picarti,Hyporhamphus,Hyporhamphus,U,0,LC,LC,2015,2011,16,18,1,5,0,0,0,0,0,0,Oceanodromous,Oviparous,no,no,NA,Gregarious,Herbivorous,elongated,0,1,1,benthopelagic,WaterAssumed,NA,10
Ichthyococcus ovatus,Ichthyococcus ovatus,Ichthyococcus,Ichthyococcus,U,0,LC,LC,2015,2011,5,6,150,1000,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,10
Iniislius pavo,Iniistius pavo,Iniislius,Iniistius,RS,0,LC,NA,2010,NA,8,35,5,30,0,0,0,1,0,0,no,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,32
Istiblennius meleagris,Istiblennius meleagris,Istiblennius,Istiblennius,RS,1,LC,NA,2014,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,1,1,reef-associated,Facultative,NA,10
Istiompax indica,Istiompax indica,Istiompax,Istiompax,O,1,DD,NA,2022,NA,380,465,0,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,78.22
Isurus oxyrinchus,Isurus oxyrinchus,Isurus,Isurus,U,0,EN,CR,2019,2016,300,400,1,740,1,1,1,0,0,0,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,fusiform / normal,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,79.38
Katsuwonus pelamis,Katsuwonus pelamis,Katsuwonus,Katsuwonus,U,0,LC,LC,2021,2011,80,110,1,100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,38.12
Knipowitschia panizzae,Knipowitschia panizzae,Knipowitschia,Knipowitschia,E,0,LC,NA,2024,NA,3.3,4,1,5,0,0,0,NA,NA,NA,Amphidromous,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,1,1,0,demersal,WaterAssumed,NA,10
Kyphosus incisor,Kyphosus incisor,Kyphosus,Kyphosus,A,1,NA,NA,NA,NA,45,90,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,65.88
Kyphosus sectator,Kyphosus sectatrix,Kyphosus,Kyphosus,U,0,LC,DD,2015,2011,55,76,2,15,0,0,0,1,1,1,NA,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,50.4
Labrus bimaculatus,Cichlasoma bimaculatum,Labrus,Cichlasoma,U,0,LC,NA,2023,NA,32.5,40,15,50,0,0,0,0,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,1,0,0,benthopelagic,WaterAssumed,NA,20
Labrus merula,Labrus merula,Labrus,Labrus,U,0,LC,LC,2010,2011,35,50,2,25,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,44.23
Labrus viridis,Labrus viridis,Labrus,Labrus,U,0,VU,VU,2010,2011,35,50,10,30,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,42.94
Laemonema latifrons,Guttigadus latifrons,Laemonema,Guttigadus,A,0,NA,DD,NA,2011,NA,15,770,1800,0,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,NA,12.2
Lagocephalus guentheri,Lagocephalus guentheri,Lagocephalus,Lagocephalus,RS,1,LC,NA,2014,NA,NA,37.40000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,demersal,WaterAssumed,NA,27.4
Lagocephalus lagocephalus,Lagocephalus lagocephalus,Lagocephalus,Lagocephalus,A,0,LC,LC,2014,2011,50,61,1,30,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,44.4
Lagocephalus sceleratus,Lagocephalus sceleratus,Lagocephalus,Lagocephalus,RS,1,LC,NA,2014,NA,40,110,18,100,0,0,1,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,40.34
Lagocephalus spadiceus,Lagocephalus spadiceus,Lagocephalus,Lagocephalus,RS,0,LC,NA,2014,NA,20,30,1,50,1,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,33.1
Lagocephalus suezensis,Lagocephalus suezensis,Lagocephalus,Lagocephalus,RS,1,LC,NA,2014,NA,11,18,1,40,0,0,1,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
Lampanyctus crocodilus,Lampanyctus crocodilus,Lampanyctus,Lampanyctus,U,0,LC,LC,2015,2011,20,30,1,1100,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,26.6
Lampanyctus pusillus,Lampanyctus pusillus,Lampanyctus,Lampanyctus,U,0,LC,LC,2015,2011,3,4,40,850,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Lampetra fluviatilis,Lampetra fluviatilis,Lampetra,Lampetra,U,0,NT,NA,2024,NA,40,50,0,20,0,0,0,1,0,0,Anadromous,Oviparous,no,yes,Planktotrophic,NA,Piscivorous,eel-like,1,1,1,demersal,WaterAssumed,anadromous,40
Lampris guttatus,Lampris guttatus,Lampris,Lampris,U,0,LC,DD,2015,2011,120,200,5,400,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,bathypelagic,WaterAssumed,oceanodromous,54.98
Lappanella fasciata,Lappanella fasciata,Lappanella,Lappanella,U,0,LC,NA,2014,NA,13.5,15,50,150,1,0,0,1,0,0,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,10
Lebetus guilleti,Lebetus guilleti,Lebetus,Lebetus,U,0,LC,DD,2025,2011,2.4,2.5,10,30,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Leiognathus klunzingeri,Equulites klunzingeri,Leiognathus,Equulites,RS,1,NA,NA,NA,NA,8,12,1,10,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Lepadogaster candollei,Lepadogaster candolii,Lepadogaster,Lepadogaster,U,0,LC,NA,2025,NA,6.5,8,1,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,Facultative,NA,10
Lepadogaster lepadogaster,Lepadogaster lepadogaster,Lepadogaster,Lepadogaster,E,0,LC,LC,2011,2011,5.5,8,0.5,1,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,Facultative,NA,10
Lepadogaster purpurea,Lepadogaster purpurea,Lepadogaster,Lepadogaster,U,0,LC,LC,2015,2011,NA,7.5,1,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,Facultative,NA,10
Lepidion guentheri,Lepidion guentheri,Lepidion,Lepidion,A,0,LC,LC,2014,2011,NA,81,750,800,0,1,1,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,NA,59.53
Lepidion lepidion,Lepidion lepidion,Lepidion,Lepidion,E,0,LC,LC,2014,2014,15,30,150,2000,0,1,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,NA,Omnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,55.56
Lepidopus caudatus,Lepidopus caudatus,Lepidopus,Lepidopus,U,0,DD,LC,2015,2011,180,210,30,400,0,1,0,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,eel-like,0,0,1,benthopelagic,WaterAssumed,oceanodromous,53.11
Lepidorhombus boscii,Lepidorhombus boscii,Lepidorhombus,Lepidorhombus,U,0,LC,LC,2021,2011,30,40,150,400,0,1,1,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,47.78
Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,Lepidorhombus,Lepidorhombus,U,0,LC,LC,2021,2011,42.5,60,50,400,1,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathydemersal,WaterAssumed,NA,59.63
Lepidotrigla cavillone,Lepidotrigla cavillone,Lepidotrigla,Lepidotrigla,U,0,NA,LC,NA,2011,11.5,20,30,450,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,26.02
Lepidotrigla dieuzeidei,Lepidotrigla dieuzeidei,Lepidotrigla,Lepidotrigla,U,0,LC,LC,2015,2011,10,15,60,250,1,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Lestidiops jayakari,Lestidiops jayakari,Lestidiops,Lestidiops,U,0,LC,LC,2015,2011,17,20,50,2000,1,1,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,NA,elongated,0,0,1,bathypelagic,WaterAssumed,NA,10
Lesueurigobius friesii,Lesueurigobius friesii,Lesueurigobius,Lesueurigobius,U,0,LC,LC,2015,2011,5,10,10,130,0,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,20.62
Lesueurigobius sanzoi,Lesueurigobius sanzi,Lesueurigobius,Lesueurigobius,A,0,LC,NA,2015,NA,8,9.5,40,100,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Lesueurigobius suerii,Lesueurigobius suerii,Lesueurigobius,Lesueurigobius,E,0,LC,LC,2025,2011,5,8,20,100,1,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,non-migratory,10
Lethrinus borbonicus,Lethrinus borbonicus,Lethrinus,Lethrinus,RS,1,LC,NA,2019,NA,25,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,non-migratory,23.14
Leucoraja circularis,Leucoraja circularis,Leucoraja,Leucoraja,U,0,VU,CR,2025,2016,70,120,70,250,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,72
Leucoraja fullonica,Leucoraja fullonica,Leucoraja,Leucoraja,U,0,VU,CR,2025,2016,95,115,100,400,1,1,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,bathydemersal,WaterAssumed,NA,72
Leucoraja naevus,Leucoraja naevus,Leucoraja,Leucoraja,U,0,NT,NT,2025,2016,65,72,50,200,1,0,0,1,0,0,NA,Oviparous,no,no,NA,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,47.79
Lichia amia,Lichia amia,Lichia,Lichia,U,0,LC,DD,2015,2011,100,200,1,60,1,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,90
Lipophrys adriaticus,Microlipophrys adriaticus,Lipophrys,Microlipophrys,E,0,LC,NA,2026,NA,4.5,5.5,0.5,2,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,FacultativeGenus,NA,10
Lipophrys basiliscus,Salaria basilisca,Lipophrys,Salaria,E,0,LC,LC,2026,2014,14,18,2,10,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,demersal,FacultativeGenus,NA,10
Lipophrys canevai,Microlipophrys canevae,Lipophrys,Microlipophrys,U,0,LC,LC,2026,2011,6.5,8,0.5,2,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,FacultativeGenus,NA,10
Lipophrys dalmatinus,Microlipophrys dalmatinus,Lipophrys,Microlipophrys,U,0,LC,LC,2026,2014,3.5,4.5,0.5,2,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,Facultative,NA,10
Lipophrys nigriceps,Microlipophrys nigriceps,Lipophrys,Microlipophrys,E,0,LC,LC,2026,2014,3.5,4.5,1,5,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,FacultativeGenus,NA,10
Lipophrys pavo,Salaria pavo,Lipophrys,Salaria,U,0,LC,LC,2026,2011,11,13,0.5,2,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,1,1,demersal,Facultative,NA,25.08
Lipophrys pholis,Lipophrys pholis,Lipophrys,Lipophrys,A,0,LC,NA,2026,NA,14,18,1,3,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,demersal,Facultative,non-migratory,32.79
Lipophrys trigloides,Lipophrys trigloides,Lipophrys,Lipophrys,U,0,LC,LC,2026,2011,11.5,13,0,2,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,Facultative,NA,10
Lithognathus mormyrus,Lithognathus mormyrus,Lithognathus,Lithognathus,U,0,LC,LC,2014,2011,35,50,5,50,0,0,0,1,0,0,NA,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,40.38
Liza aurata,Chelon auratus,Liza,Chelon,U,0,NT,LC,2024,2018,35,55,1,20,1,0,0,0,1,0,Catadromous,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,1,1,1,pelagic-neritic,WaterAssumed,catadromous,35.71
Liza carinata,Planiliza carinata,Liza,Planiliza,RS,1,NA,NA,NA,NA,18,30,1,10,0,0,1,0,0,0,Anadromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,NA,24.97
Liza ramada,Chelon ramada,Liza,Chelon,U,0,NT,LC,2024,2018,50,70,1,10,0,0,0,1,0,0,Catadromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,1,1,1,pelagic-neritic,WaterAssumed,catadromous,41.71
Liza saliens,Chelon saliens,Liza,Chelon,U,0,NT,LC,2024,2018,37.5,40,1,10,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,45.17
Lobianchia dofleini,Lobianchia dofleini,Lobianchia,Lobianchia,U,0,LC,LC,2015,2011,3,5,1,4000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Lobianchia gemellarii,Lobianchia gemellarii,Lobianchia,Lobianchia,U,0,LC,DD,2015,2011,4,6,25,800,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Lobotes surinamensisi,Lobotes surinamensis,Lobotes,Lobotes,U,0,LC,LC,2015,2011,80,100,1,10,0,0,0,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,benthopelagic,WaterAssumed,oceanodromous,34.34
Lophius budegassa,Lophius budegassa,Lophius,Lophius,U,0,DD,LC,2015,2011,50,100,10,850,1,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathydemersal,WaterAssumed,NA,67.7
Lophius piscatorius,Lophius piscatorius,Lophius,Lophius,U,0,LC,LC,2015,2011,120,200,10,1000,1,1,1,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,short and / or deep,0,0,1,bathydemersal,WaterAssumed,NA,63.84
Lophotus lacepede,Lophotus lacepede,Lophotus,Lophotus,U,0,LC,DD,2015,2011,100,180,100,1000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,90
Lutjanus argentimaculatus,Lutjanus argentimaculatus,Lutjanus,Lutjanus,RS,1,LC,NA,2016,NA,70,120,10,120,1,0,0,0,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,1,1,1,reef-associated,WaterAssumed,oceanodromous,59.54
Lutjanus fulviflamma,Lutjanus fulviflamma,Lutjanus,Lutjanus,RS,1,LC,NA,2016,NA,30,50,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,40
Lutjanus jocu,Lutjanus jocu,Lutjanus,Lutjanus,A,1,DD,NA,2016,NA,60,128,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,reef-associated,WaterAssumed,NA,66.26
Lutjanus sebae,Lutjanus sebae,Lutjanus,Lutjanus,RS,1,LC,NA,2016,NA,60,116,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,reef-associated,WaterAssumed, ,58.91
Luvarus imperialis,Luvarus imperialis,Luvarus,Luvarus,U,0,LC,LC,2015,2011,152,200,1,200,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,90
Macroramphosus scolopax,Macroramphosus scolopax,Macroramphosus,Macroramphosus,U,0,LC,LC,2010,2016,10,22,1,30,1,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,26.56
Maurolicus muelleri,Maurolicus muelleri,Maurolicus,Maurolicus,U,0,LC,LC,2019,2011,4,8,1,1500,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,10
Merlangius merlangus,Merlangius merlangus,Merlangius,Merlangius,U,0,LC,LC,2014,2011,45,75,30,100,1,0,0,1,1,1,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,benthopelagic,WaterAssumed,oceanodromous,67.35
Merluccius merluccius,Merluccius merluccius,Merluccius,Merluccius,U,0,LC,VU,2016,2011,80,110,30,1000,1,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,elongated,0,0,1,demersal,WaterAssumed,NA,64.77
Microchirus azevia,Microchirus azevia,Microchirus,Microchirus,U,0,DD,LC,2015,2011,35,40,20,250,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,38.8
Microchirus boscanion,Microchirus boscanion,Microchirus,Microchirus,A,1,DD,NA,2015,NA,10,20,10,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
Microchirus hexophthalmus,Dicologlossa hexophthalma,Microchirus,Dicologlossa,A,1,LC,NA,2015,NA,18,22,5,150,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
Microchirus ocellatus,Microchirus ocellatus,Microchirus,Microchirus,U,0,DD,LC,2015,2011,15,22,10,100,1,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,11
Microchirus variegatus,Microchirus variegatus,Microchirus,Microchirus,U,0,LC,LC,2015,2011,16.5,20,50,300,0,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,44.08
Microichthys coccoi,Microichthys coccoi,Microichthys,Microichthys,E,0,LC,LC,2014,2014,2,3,50,550,0,0,1,0,0,0,no,NA,no,no,NA,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
